date;cod_cliente;cliente_nome;alunos_ativos;total_em_recebiveis;total_conta_pagar;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia
2020/04;1437;Meu Personal de Bolso;24;197;;0;0
2020/04;1456;BOX SE7E;68;5848;;0;980
2020/04;1463;JAB L.U.T.A.S.;133;19920;;13839;1354
2020/04;1478;Akacia Amarela;27;9320;;0;0
2020/04;1494;Plié Namastê Studio;92;3180;;0;0
2020/04;1512;FORMA FITNESS ACADEMIA;17;0;;0;0
2020/04;1539;Primal Cross;3;0;;0;0
2020/04;1570;Steel Giants;112;17682;;7717;6532
2020/04;1571;Armel CrossFit;133;40614;;2701;32404
2020/04;1577;Split Pole Studio;22;4651;;1799;0
2020/04;1580;CROSSFIT PARAGUAÇU;57;9156;;0;0
2020/04;1588;Studio Latos Pilates;16;6260;;0;0
2020/04;1599;Tribo - Vale do Sol;107;4057;;0;1395
2020/04;1600;Viva Bem;24;1903;;0;0
2020/04;1601;CT Evox;44;3168;;1423;0
2020/04;1606;Tribo fitness Unidade Curvelo;26;13776;;0;1402
2020/04;1614;Pratique Cross;15;733;;733;0
2020/04;1618;Academia Body Fit - Unidade 2;386;48290;;45003;0
2020/04;1630;13 PHD SPORTS - VIP - CAJURU 1630;256;20969;;1044;18962
2020/04;1633;KOR CROSSFIT 2;52;15462;;0;14378
2020/04;1649;CF SOLDIERS;37;8749;;5937;1697
2020/04;1650;NEOFITNESS;329;63580;;32366;0
2020/04;1664;Soc Emp Alive Studios LTDA;35;5961;;302;4248
2020/04;1684;Instituto Verbalize;80;18049;;962;10730
2020/04;1687;LIFIT TRAINING - A. RATOS;60;8759;;1141;6277
2020/04;1690;Barong Crossfit;80;22492;;10539;3290
2020/04;1705;Flashover Bancários;105;10926;;3406;5982
2020/04;1713;Núcleo 7 Esferas do Tao;87;14457;;854;7766
2020/04;1717;Studio Personal Trainer Mogi - Adão Silva;73;8500;;6046;1861
2020/04;1721;Gym Pilates - Alphaville;78;8596;;0;0
2020/04;1729;CT SEARA - Vôlei de praia;17;2712;;145;0
2020/04;1732;ABS Studio Personalizado;15;5536;;2041;0
2020/04;1739;Acqua Fitness;601;74145;;68467;4072
2020/04;1740;Pura Vida Pilates;74;14715;;975;0
2020/04;1752;PROLOGUE Box CrossFit;112;22367;;0;11568
2020/04;1756;Crossfire;106;15106;;11537;0
2020/04;1766;BABY GYM - ACADEMIA PARA BEBÊS;15;6950;;4047;1665
2020/04;1780;Corpilates – Equilíbrio e Saúde;65;22682;;17807;0
2020/04;1790;Alive Natação;54;5500;;3797;0
2020/04;1791;Up Fit Studio Personal Trainer;8;0;;0;0
2020/04;1794;Clube Náutico Riachuelo;9;3734;;0;173
2020/04;1801;Juninho Tennis;70;35862;;2757;9177
2020/04;1815;CENTRAL FITNESS;278;18029;;3079;14013
2020/04;1825;Vsa fitness;53;1080;;0;0
2020/04;1826;Tribo Fitness São Carlos;23;4313;;0;0
2020/04;1831;Maisstreino;47;9382;;0;8264
2020/04;1833;11 PHD SPORTS - UBERABA 1833;384;27059;;2395;24168
2020/04;1836;HJ Fitness;692;63591;;27866;33063
2020/04;1888;Osy Fit - Maracana;476;32855;;32855;0
2020/04;1898;Oasis Academia;392;28994;;1720;26123
2020/04;1912;TRIBO FITNESS ANGRA;97;7898;;0;1392
2020/04;1920;Cityvida Capão Bonito;251;15337;;9028;5973
2020/04;1921;Power Training;30;1940;;0;0
2020/04;1927;Boa forma studio personal e treinamento funcional;59;6185;;0;800
2020/04;1934;Cross1Fit;25;4837;;0;4837
2020/04;1936;CFP9 CasaShopping;348;122751;;4918;107772
2020/04;1943;Academia Ramirez;43;8798;;1991;947
2020/04;1945;MAFIA CF CROSSTRAINING;27;5088;;1571;1493
2020/04;1949;BABY GYM;10;4995;;3144;1851
2020/04;1951;AKTIVE CENTRO DE SAUDE E BEM ESTAR;64;3006;;0;0
2020/04;1954;EMAGREFIT;47;9292;;0;0
2020/04;1955;KOR CrossFit;144;40379;;0;38261
2020/04;1966;Academia Bio Fitness;836;44973;;41987;1787
2020/04;1967;centro de treinamento body & soul;33;9752;;0;9176
2020/04;1990;Tribo fitness unidade Belém;49;1397;;0;1397
2020/04;1991;CT BOLA PRA CIMA;44;829;;0;829
2020/04;1992;Kahu CrossFit;93;27986;;0;17853
2020/04;1996;Elleven Futebol Studio;77;10343;;2485;7013
2020/04;1998;STUDIO BROOK FIGHTER;56;6785;;6150;634
2020/04;2000;Saúde e fitness;44;6572;;0;0
2020/04;2022;VIVA ACADEMIA DE NATAÇÃO E HIDROGINÁSTICA;69;10851;;10151;0
2020/04;2023;UNIDADE 1 ITAPARK;371;19169;;17438;1143
2020/04;2027;JSJ ESPORTES E ENTRETENIMENTO LTDA;128;13312;;9698;0
2020/04;2028;MOREIRA FIT I;18;904;;0;0
2020/04;2034;ACADEMIA COLISEO;659;54222;;2055;51987
2020/04;2087;Studio Angelo Molina;46;13530;;0;13530
2020/04;2088;UPEX FIT;564;48472;;39641;0
2020/04;2092;SOU PILATES;7;848;;0;0
2020/04;2103;2103;0;0;;;
2020/04;2139;Intense Fitness Itabira;57;12658;;1842;639
2020/04;2174;Unit55 CrossFit;161;31729;;0;30087
2020/04;2179;CROSSBOX;47;944;;0;845
2020/04;2193;OSY FIT - Guaraituba;293;24138;;23626;0
2020/04;2198;Centro de Treinamento Team Cruz;112;19720;;2528;16651
2020/04;2204;ARENA EKO;61;8352;;561;7790
2020/04;2205;I9 CROSSFIT;91;18959;;5688;10541
2020/04;2216;Estúdio Andréa Schaidt;29;5535;;0;0
2020/04;2224;Bravus centro de treinamento;55;6711;;935;3305
2020/04;2229;Fit House;51;4763;;0;3313
2020/04;2231;Centro de Natação Camboriú;171;19250;;3020;11040
2020/04;2240;Grupo Joyce Fitness;147;33842;;6653;0
2020/04;2265;CFJM;133;24390;;4945;14268
2020/04;2276;ACADEMIA R2;495;54302;;47124;2538
2020/04;2303;Studio Funcional 360 Studio;104;11629;;2791;7729
2020/04;2312;Studio Nataraja Flow Yoga;88;27550;;15504;3182
2020/04;2344;Tribo fitness São luis Maranhão;64;3541;;2221;0
2020/04;2360;BIOTRAINING;156;17696;;15236;2079
2020/04;2367;Academia Black Bull Fit;283;22090;;10008;11940
2020/04;2387;Vitta Physio;57;5286;;5061;0
2020/04;2389;Arena;67;7587;;6027;0
2020/04;2397;Vessel CrossFit;73;17252;;1015;10288
2020/04;2408;Studio Core - Saúde & Performance;40;10458;;0;4244
2020/04;2419;BODYFIT - Movimente-se!;46;0;;0;0
2020/04;2433;CROSSFIT ESTIVADORES;99;41047;;34205;0
2020/04;2448;Focus Gym;102;4454;;4394;0
2020/04;2473;EDER PIRES RUN & FITNESS ASSESSORIA;56;2624;;377;0
2020/04;2490;Crossfit 6450;106;29981;;3515;24424
2020/04;2497;Cross Let's Wod Americana;176;16244;;939;15145
2020/04;2501;Bodytrend;9;3925;;0;0
2020/04;2502;Extremo vigor academia;225;4147;;3972;0
2020/04;2516;ATP ENERGY ACADEMIA;135;15099;;2440;10668
2020/04;2518;Fort Cross;89;6475;;506;0
2020/04;2522;Academia Vita FIT;90;5359;;770;4319
2020/04;2525;HI Power Fitness Center;90;4924;;4914;0
2020/04;2536;Crossfit 79;123;42203;;6111;31586
2020/04;2543;Tubarão CrossFit;111;14682;;8407;0
2020/04;2544;Crossfit Invictus MG;53;4778;;4628;0
2020/04;2550;RIP HUMAN PERFORMANCE - ÁGUA VERDE;38;4517;;2025;2491
2020/04;2565;STUDIO ÃNANDDA;157;36741;;22831;5931
2020/04;2569;CrossFit Guepardo;189;59854;;24493;26675
2020/04;2572;Academia Vibe;93;4055;;1828;74
2020/04;2577;32 PHD SPORTS - JARDIM DA AMERICAS;274;21493;;1975;19150
2020/04;2601;Musculação Estivadores;140;14375;;7854;4089
2020/04;2609;CrossTx;21;3320;;0;0
2020/04;2610;CROSSFIT LP;80;10963;;5194;0
2020/04;2613;OverFit;229;15332;;6500;8691
2020/04;2624;Crossfit Caçadores;93;7376;;0;0
2020/04;2633;SER ATIVO - STUDIO E ASSESSORIA ESPORTIVA;41;7034;;0;4386
2020/04;2647;26 PHD SPORTS - Boqueirão 2647;242;8898;;3033;5688
2020/04;2648;Mangata Crossfit;133;21589;;15785;0
2020/04;2649;Arbo Crossfit;218;48635;;9945;36803
2020/04;2661;Muscle Room;59;7214;;2809;3588
2020/04;2663;Yoga OM;47;10923;;2622;4442
2020/04;2671;Eiger Crossfit;57;13915;;1200;11615
2020/04;2679;Pilates OldSchool;16;5867;;0;0
2020/04;2696;Brolex Body Studio;190;35248;;28310;0
2020/04;2698;Academia Force Fit;157;3020;;2100;0
2020/04;2709;ACADEMIA DUQUE DE CAXIAS;1265;0;;0;0
2020/04;2712;Studio Gil Pilates;34;9970;;7849;0
2020/04;2713;CROSSFIT CRISTO REI;80;14358;;14358;0
2020/04;2720;CARDIO FITNESS TREINAMENTO FUNCIONAL;38;4767;;0;0
2020/04;2725;Acqua life baby&kids;236;37070;;2659;28743
2020/04;2738;Personal Diogo Machado;31;1429;;0;0
2020/04;2742;Studio Evolution Fitness;161;19156;;17427;0
2020/04;2747;Condá CrossFit;143;33232;;3704;22078
2020/04;2759;Prime Fit;268;24947;;15569;3347
2020/04;2792;Baby Gym Bento;13;2236;;375;1607
2020/04;2807;cosenza team;30;2770;;1080;0
2020/04;2811;Crossfit Beach 787;106;13498;;4965;5182
2020/04;2838;Rizerva Zen;9;2677;;2677;0
2020/04;2843;Reino CrossFit;37;7152;;0;2247
2020/04;2858;Espaço One;0;28466;;6434;0
2020/04;2864;5FTraining;40;9978;;602;8957
2020/04;2870;Fisiform;342;49426;;40178;2610
2020/04;2887;Academia Mahatma;814;79605;;75316;0
2020/04;2890;PRIME SHAPE;243;18032;;11098;0
2020/04;2892;Corpus Cristo Rei;249;22397;;8104;14292
2020/04;2895;ACADEMIA MC SPORTS;925;131933;;76464;0
2020/04;2898;Happiness Academia em Movimento;390;30186;;17046;12799
2020/04;2899;CF Blackfoxx;59;8850;;1530;4367
2020/04;2922;Crossfit Locomotiva;134;23723;;10521;9553
2020/04;2925;ACADEMIA LIFE FITNESS;103;11922;;2617;3367
2020/04;2932;ACADEMIA SKY BLUE;187;19910;;4778;12387
2020/04;2940;Crossfit High Pulse - Matriz;116;21323;;12836;5381
2020/04;2967;ESTÚDIO PERSONALE;110;29286;;18657;0
2020/04;2972;CROSSFIT SCAR;96;17609;;3931;7235
2020/04;2977;Studio Rafael Alvares metodologia de treinamento fisico;19;1440;;0;0
2020/04;2983;05 PHD SPORTS - PORTÃO 2983;370;29190;;4508;24681
2020/04;2991;STUDIO LABFIT;23;6910;;0;0
2020/04;2996;Crossfit IG;154;21227;;11891;0
2020/04;3008;ESYSP Estudio de Yoga São Paulo;68;16628;;2089;9200
2020/04;3012;King of Kings CrossFit;13;200;;0;0
2020/04;3014;Infante Crossfit;52;10016;;473;9388
2020/04;3018;Pilates Equipe Atlética;11;1603;;160;0
2020/04;3020;ESTIVADORES FRG;100;18247;;750;15805
2020/04;3040;Dynamo 1;779;143753;;45336;82791
2020/04;3043;Go fit Academia;317;30019;;5848;23372
2020/04;3064;UM CrossFit;43;8477;;2982;1687
2020/04;3066;Academia Reset;127;25796;;0;25796
2020/04;3072;Box Cross C3;44;6241;;1857;0
2020/04;3093;MET Treinamento Físico Funcional;48;10448;;5835;0
2020/04;3104;Carpe Diem Studio;16;1490;;490;0
2020/04;3107;Milhas Assessoria Esportiva;176;30627;;26937;2359
2020/04;3122;CROSSFIT MARINGA;261;33079;;18963;5806
2020/04;3126;FONTOURA PERSONAL;20;5310;;0;0
2020/04;3147;Crossfit 828;100;18465;;4025;3910
2020/04;3156;Studio Wings pole aerials dance;49;4284;;720;105
2020/04;3181;Champions Box;85;11020;;1540;6938
2020/04;3182;Personal Place;478;46464;;21927;17591
2020/04;3185;Crossfit High Pulse - Linha Verde;70;12953;;11009;0
2020/04;3194;Crossfit High Pulse - Maestro;97;16326;;6063;7659
2020/04;3197;Red Dança e Comportamento;47;9452;;788;3375
2020/04;3203;Eleven Fit;679;46066;;13934;15102
2020/04;3206;CFT OLYMPUS;46;7815;;3369;3124
2020/04;3212;UNIDADE 2 ALMIRANTE;357;22327;;19215;2662
2020/04;3219;ESTUDIO MAIS PILATES;40;10654;;4558;923
2020/04;3223;Top Fit Saúde e Performance;50;4090;;0;0
2020/04;3224;Touros Fit;29;5981;;0;3376
2020/04;3226;Cross Health Treinamento Especializado;114;15361;;5192;0
2020/04;3229;Hatha Vinyasa Yoga por Camila Reitz;61;18913;;1768;11064
2020/04;3232;P1 Fitness Center;699;66225;;10037;29674
2020/04;3234;CrossFit Congonhas;137;8555;;0;0
2020/04;3239;Marhaba Dança;56;11227;;308;7227
2020/04;3247;Crossfit High Pulse - Araucária;73;13387;;4731;6326
2020/04;3253;Crossfit High Pulse - Alphaville;90;12610;;6140;0
2020/04;3256;Hora Fitness;146;11206;;11206;0
2020/04;3262;Brooklyn Functional GYM;31;10629;;4636;5718
2020/04;3284;NAXOS TRAINING;80;6455;;4857;0
2020/04;3288;Brutu´s Cross training;52;4275;;0;0
2020/04;3295;HEAD COACH;70;4419;;1043;0
2020/04;3319;Fisioprev personal;10;11229;;0;554
2020/04;3329;Crossfit Iracema;80;17535;;12299;0
2020/04;3341;Crossfit High Pulse - Guarapuava;153;31845;;7054;14810
2020/04;3345;CrossFit Selvagem;10;2106;;262;538
2020/04;3358;ASSOCIAÇÃO ATLÉTICA COOPAVEL;102;10197;;0;0
2020/04;3364;Crossfit estrada Real;47;8664;;3525;0
2020/04;3366;Roma Academia;87;5057;;1463;0
2020/04;3372;Crossfit Osasco;88;22259;;0;6735
2020/04;3384;AdarshaYoga;35;11206;;0;11014
2020/04;3391;On Brasilia;29;9092;;9092;0
2020/04;3402;STUDIO TELMA MENEZES Studio 2;79;24373;;7159;0
2020/04;3428;Crossfit High Pulse - Paranaguá;78;8211;;7480;0
2020/04;3435;sparta cross;21;842;;842;0
2020/04;3438;CrossFit Friburgo;87;16194;;12659;0
2020/04;3453;INOVE ACADEMIA;68;500;;500;0
2020/04;3455;Lucas Silva Personal Trainer e Coach de emagrecimento;10;5615;;0;0
2020/04;3456;CROSSFIT BLACK HOUSE;174;36539;;1440;32314
2020/04;3457;Box Aeroporto - Marília;67;7441;;3478;2540
2020/04;3460;CrossFit RedCore;86;11452;;1305;5734
2020/04;3464;UPLAY FITNESS - MARINGÁ;1049;73521;;10725;62308
2020/04;3470;Gabriel Graciani;46;3597;;0;0
2020/04;3473;Mutação Crossfit;73;11338;;8469;0
2020/04;3482;Taurus Box;109;17671;;3692;6040
2020/04;3487;Crossfute;104;19033;;18715;0
2020/04;3496;STUDIO 1;16;2791;;0;0
2020/04;3509;Vassalos CrossFit;133;20035;;1692;14236
2020/04;3524;Polar Fit Club;200;12068;;1591;10300
2020/04;3529;X-RUN Team;66;9503;;0;0
2020/04;3537;Arena Sparta;0;0;;;
2020/04;3538;CrossFit Pinheiros;84;26105;;3579;17496
2020/04;3539;Parque 7788 CrossFit;53;16901;;16901;0
2020/04;3542;CrossFit Vivá;60;15513;;8651;0
2020/04;3544;Academia Aperfeisuando;101;4298;;2373;0
2020/04;3545;Zaganelli jiu-jitsu Vitoria -ES;43;3051;;1941;0
2020/04;3547;Crossfit High Pulse - Irati;71;13436;;4858;0
2020/04;3548;CrossFit Kruger;62;16018;;1117;13250
2020/04;3555;CT Malvadeza;25;0;;0;0
2020/04;3566;CrossFit Brusque;158;20855;;15222;0
2020/04;3571;Crossfit Piracicaba;288;52739;;38689;7700
2020/04;3572;CROSSFIT BUTANTA;148;27884;;0;9384
2020/04;3574;LIQUID ONE;25;2521;;0;2521
2020/04;3576;CrossFit GU Gama;197;13923;;10265;433
2020/04;3583;LACQUA;142;166;;0;0
2020/04;3584;META TREINE;27;4880;;0;0
2020/04;3585;Cia Fit;132;11472;;10000;0
2020/04;3586;Crossfit Bars N Rings;53;15119;;2723;10122
2020/04;3591;Allinea Pilates;117;31890;;0;0
2020/04;3595;Champion Training;26;3259;;0;0
2020/04;3600;Stone fit centro de treinamento;30;2520;;0;0
2020/04;3604;CF Betterlife;48;3710;;0;0
2020/04;3641;UBKN FITNESS;18;2800;;170;0
2020/04;3645;Espaço Vibre;329;96877;;0;0
2020/04;3649;CrossFit Gade;28;648;;0;648
2020/04;3650;Rústica;63;15753;;2906;3598
2020/04;3651;Ct Energia Thai Leonardo Team;23;1400;;0;0
2020/04;3652;CH TRAINING BOX;91;16617;;0;0
2020/04;3676;Life+ Cross Training;39;1129;;929;0
2020/04;3696;CT VIKINGS BOX 01;15;0;;0;0
2020/04;3705;3050 CrossFit;176;61458;;5295;49388
2020/04;3720;Vida Ativa Oficina de Saúde;76;6011;;4501;0
2020/04;3721;RITMEI CAMBUI;108;21135;;9652;9688
2020/04;3725;Empire Training;33;5340;;0;0
2020/04;3737;RTF Studio;35;0;;0;0
2020/04;3739;HM PERSONAL STUDIO;51;8052;;4546;1018
2020/04;3742;Funcional Academia Personalizada;47;16811;;13200;0
2020/04;3753;4ALL Gym & Wellness;150;6985;;5711;0
2020/04;3754;Crossfit Pumawari;50;11883;;10123;0
2020/04;3783;Olímpia Fitness;271;33459;;0;26734
2020/04;3788;IAR CROSS TRAINING;66;4602;;3046;721
2020/04;3796;BOX Full Energy - Treinamento Funcional e Nutrição;66;6297;;6297;0
2020/04;3814;Dojo Fight;18;9669;;5715;0
2020/04;3841;Bôtos GYM - Piúma;246;21565;;1356;13018
2020/04;3848;CrossFit 567 - Campeche;84;19520;;14595;458
2020/04;3863;Bini Sports & Escola Coxa;91;3503;;207;2818
2020/04;3864;CFJF2;72;15167;;8443;0
2020/04;3865;DRAIOHN TREINAMENTO FÍSICO FUNCIONAL;16;5805;;2741;0
2020/04;3866;K2 Trindade;43;10143;;0;9434
2020/04;3890;Fullife Treinamento Físico Personalizado;20;0;;0;0
2020/04;3892;Brave Community Fitness;73;24027;;16590;0
2020/04;3895;TUDORS CROSSFIT E LANCHONETE LTDA;199;47701;;1227;38047
2020/05;1;ACADEMIA CLUB FITNESS CURITIBA;49;3859;0;673;3185
2020/05;3;18 PHD SPORTS - AV. MARINGÁ - PINHAIS 3;634;45549;5600;11655;33163
2020/05;4;LIVING FITNESS;183;14824;0;8102;4417
2020/05;5;04 PHD SPORTS - JOÃO NEGRÃO - CENTRO 5;500;16728;11745;1518;14130
2020/05;8;Associação Atlética Banco do Brasil;6;0;0;0;0
2020/05;10;ACADEMIA ONE;775;94791;61346;5688;59394
2020/05;11;UELFIT Academia;11;653;0;0;0
2020/05;12;MEGA FITNESS;126;12877;0;3903;5555
2020/05;14;ENERGYN ACADEMIA;624;60340;0;20439;39901
2020/05;15;Power Fit Academia;171;81;0;0;81
2020/05;18;Academia 4Fitness;150;13289;;10530;642
2020/05;21;ESPACO ATIVO;90;8287;;7780;0
2020/05;24;10 PHD SPORTS - ALTO DA XV 24;331;27076;;1959;24608
2020/05;27;The Factory Gym;284;52149;;33683;9825
2020/05;42;ACADEMIA FENIX;68;6237;;5715;0
2020/05;47;JF STRONG GYM;60;8704;;1166;0
2020/05;53;INFITINESS ACADEMIA;216;16890;;6312;10038
2020/05;54;HR STUDIO;57;12539;;0;9779
2020/05;58;World Gym;1125;125890;;110553;0
2020/05;59;Academia Oxygym;554;45773;;36577;8064
2020/05;63;ACADEMIA IMPACTO;70;5539;;585;0
2020/05;68;Ace Fit Club;252;25436;;9022;1229
2020/05;78;ASSOCIACAO BUJIN DO KAN DE KARATE;0;0;;;
2020/05;79;CT MOVE TREINAMENTO FUNCIONAL;68;12750;;3456;7256
2020/05;81;BE BOLD HARDTRAINING;38;4961;;3033;982
2020/05;82;CENTRO DE KRAV MAGA DO PARANA;114;20907;;2980;13782
2020/05;89;CrossFit SANJA;109;21056;;334;16424
2020/05;91;STRIKER'S HOUSE;79;4911;;145;0
2020/05;93;AQUAFLEX ACADEMIA;642;51797;;36086;2099
2020/05;98;BRAVUS CLUB;194;37438;;3278;32350
2020/05;105;DMIX FITNESS 1;84;3289;;503;710
2020/05;107;CENA;274;48234;;44766;0
2020/05;110;FIT COMPANY;1239;115391;;99651;0
2020/05;111;FIELD FITNESS;462;28336;;22399;1558
2020/05;112;CWB Defense;108;19912;;1511;13830
2020/05;119;FISIOMASTER JARDIM;291;72641;;28650;0
2020/05;124;Galpão 898;60;15512;;4975;0
2020/05;125;SPACE GYM BACACHERI;635;45717;;39279;2076
2020/05;128;THE KING GYM;211;15409;;5226;7430
2020/05;129;LIFE TEAM;56;3808;;3659;148
2020/05;133;NARA GUEDES BRANDAO - ME;39;8455;;0;0
2020/05;134;ACADEMIA UP BY GURIK;160;12367;;8088;1931
2020/05;153;Fisiomaster Praia;204;41680;;21836;4721
2020/05;161;Esporte Clube XV de Novembro de Jaú;1;0;;0;0
2020/05;163;CIA DO CORPO ACADEMIA;15;0;;0;0
2020/05;166;Hama Pilates Sede;130;33782;;0;0
2020/05;171;Bio Aventura;214;18957;;6789;6588
2020/05;176;Torga Squash Fit;17;0;;0;0
2020/05;177;Natural Done;56;12957;;0;9826
2020/05;179;CROSSFIT PORTAO;90;24093;;9831;12210
2020/05;181;06 PHD SPORTS - FILIPINAS - CAJURU 181;263;17661;;795;16790
2020/05;190;Wah Lum Kung Fu Brasil;17;3478;;1008;0
2020/05;200;Escola HidrosFera - Natação e Hidroginástica;648;2986;;0;0
2020/05;202;CF GALÁTICOS;38;8455;;5326;1965
2020/05;204;Academia Thai Brasil;633;57076;;50564;3207
2020/05;221;SIMIONI TEAM;63;4690;;491;0
2020/05;226;Academia Fênix;7;386;;386;0
2020/05;227;BLACK BELT MMA SCHOOL;226;11331;;7366;0
2020/05;230;Xperience Sports Center;59;8726;;0;8239
2020/05;233;Academia Corpus;138;10878;;3585;564
2020/05;239;ZANELLA FITNESS;715;41329;;31017;0
2020/05;261;PARREIRAS SPORTS e COMMUNITY FIT;73;4716;;1860;0
2020/05;264;Training Tech Fitness Center;155;38896;;14998;9754
2020/05;266;SPORT COMPANY NATAÇÃO E GINASTICA S/C LTDA;55;3622;;1856;0
2020/05;269;GALLE PERSONAL STUDIO;0;2308;;0;0
2020/05;280;Academia Vip Fit;152;13597;;156;12701
2020/05;290;CLÍNICA SENIOR GYM;61;19335;;16709;0
2020/05;297;Academia Workout Fit;12;393;;140;0
2020/05;299;Academia Movimentacao;1171;129450;;4386;114628
2020/05;300;Cross Roncador;93;11606;;2036;6836
2020/05;301;Academia Physical Life;187;9668;;2905;4145
2020/05;304;MUSCLE PLUS ACADEMIA;52;3163;;0;0
2020/05;309;ACADEMIA LB ESPORTES;315;33300;;22444;129
2020/05;311;TopFlex Academia;36;1458;;327;1131
2020/05;312;CHINA TEAM;50;5330;;148;2319
2020/05;313;Conquiste Saúde;317;25620;;73;23305
2020/05;323;Academia VIVA+;288;17302;;17302;0
2020/05;327;OMNI ACADEMIA;156;17439;;3259;13771
2020/05;329;IMPERIO FITNESS;47;4273;;0;0
2020/05;338;Academia Mbrasil;249;17330;;15575;1515
2020/05;341;StrongerFit;142;11900;;0;0
2020/05;342;ACADEMIA SHAPE;168;13626;;494;13013
2020/05;349;BODY ONE FIT;218;19439;;11400;5284
2020/05;361;Cia da Forma;328;19498;;12781;3675
2020/05;373;UNDER PRESSURE;110;10685;;1874;3550
2020/05;378;Espaço Mov;32;20465;;0;0
2020/05;379;ACADEMIA CORPORYUM;323;23471;;5083;17950
2020/05;388;Academia Sparta fit;16;2375;;895;0
2020/05;412;FIT COMPANY (FILIAL);765;40689;;29636;2192
2020/05;416;Bona Crossfit;139;12527;;698;7204
2020/05;418;NATSU ACADEMIA;114;8274;;3695;0
2020/05;426;Greenfit Academia;139;8150;;426;4680
2020/05;428;Via Água Club;229;34300;;11150;0
2020/05;431;Elton Marinato Studio Funcional;50;3269;;0;0
2020/05;432;PER4MANCE ACADEMIA;18;932;;932;0
2020/05;435;FORCE FITNESS;204;6329;;2130;0
2020/05;436;07 PHD SPORTS - PEDRO IVO - CENTRO 436;255;13209;;1373;10811
2020/05;439;Battlefield Gym;26;4320;;3296;763
2020/05;447;CrossFit Lion's Fire;83;20086;;4730;13761
2020/05;450;Vitae Academia;124;6280;;2482;0
2020/05;451;Crossfit V6;182;40452;;31061;0
2020/05;452;EFFICIENCY GYM;182;11701;;11701;0
2020/05;453;09 PHD SPORTS - GUABIROTUBA 453;453;42443;;313;41713
2020/05;454;UPLAY FITNESS - GUARAPUAVA;1271;94944;;76325;3525
2020/05;458;FIVE ONE FITNESS;201;26619;;17822;7750
2020/05;463;Alliance Lago Norte;23;3864;;3864;0
2020/05;466;OnLife Funcional Fitness Clube;255;27632;;874;8776
2020/05;467;ESPAÇO ATIVO PILATES;53;11632;;2264;4454
2020/05;472;XTREME FIGHT & FITNESS;44;0;;0;0
2020/05;473;DASFIT TREINAMENTO FUNCIONAL;90;22088;;4219;6206
2020/05;474;INSANIT GYM;98;7051;;4790;892
2020/05;480;FLAME POLE STUDIO;26;2435;;0;0
2020/05;481;UPLAY FITNESS - PINHAIS;513;44216;;34067;2418
2020/05;495;19 PHD SPORTS - LEOPOLDO JACOMEL - PINHAIS 495;598;57296;;3519;49079
2020/05;497;EAGLES CROSS TRAINING;27;4076;;3126;0
2020/05;499;Ecolife Saude;41;12950;;9304;574
2020/05;503;Flow Inn Estudio;4;7430;;0;0
2020/05;541;FIT PREMIUM - MERCES;284;46990;;30652;14695
2020/05;543;ACADEMIA GIGAFIT;138;9519;;7871;0
2020/05;546;Cl Fitness;19;12985;;0;0
2020/05;549;Academia Via Mulher;18;2346;;0;919
2020/05;591;Academia Max Sports;34;0;;0;0
2020/05;622;WM FItness;901;51206;;22771;25300
2020/05;631;CROSS EXTRA HARD;5;429;;0;0
2020/05;640;ACADEMIA CGE;54;2168;;1429;0
2020/05;671;Una Studio;21;4658;;0;3184
2020/05;677;Crossfit Kerberos;62;13615;;7710;2736
2020/05;678;Studio Personality;20;7044;;0;3436
2020/05;682;Graciosa Country Club;417;0;;0;0
2020/05;704;WM HEALTH;289;12667;;12540;126
2020/05;728;F2 Academia;78;8214;;3041;0
2020/05;732;Joy - Treinamento Funcional e Pilates;28;3990;;250;0
2020/05;786;Moove Treinamento Funcional;37;5455;;1147;2306
2020/05;790;Academia Body Fit - Unidade 1;161;18937;;17428;524
2020/05;803;KOMANDOS BRASILFIT;44;3685;;0;2390
2020/05;818;UP! Fitness;13;1168;;1168;0
2020/05;820;RH PRO STUDIO;99;17596;;0;8253
2020/05;826;Studio Chronos Panamby;35;25131;;10163;0
2020/05;833;Crossfit Silver Lake;65;7201;;0;0
2020/05;858;IMA;27;3238;;0;1650
2020/05;860;STRONGER CROSS;25;3689;;0;3178
2020/05;861;ESCOLINHA DE FUTEBOL AMÉRICA;63;5559;;4084;1475
2020/05;866;EQUILIBRIUM SPRADA;342;28241;;0;26006
2020/05;875;Cerrado Crossfit;34;9059;;0;0
2020/05;893;Fênix Centro de Treinamento;26;4021;;1157;0
2020/05;902;03 PHD SPORTS - SANTA QUITÉRIA 902;530;31076;;461;30006
2020/05;907;WS NATAÇÃO;301;40098;;34376;0
2020/05;910;Vstrong;92;17295;;293;16276
2020/05;917;Forseti Centro de Treinamento;180;17505;;2305;3350
2020/05;940;02 PHD SPORTS - REBOUÇAS 940;766;48381;;1371;42786
2020/05;945;01 PHD SPORTS - BACACHERI 945;233;15618;;941;14150
2020/05;947;Clínica do Movimento;15;4055;;0;0
2020/05;952;Academia S5;30;2627;;72;2555
