date;cod_cliente;cliente_nome;alunos_ativos;total_em_recebiveis;total_conta_pagar;total_valor_cartao_credito_maquina;total_valor_cartao_credito_recorrencia
2021/07;2890;PRIME SHAPE;0;95;;95;0
2021/07;2892;Corpus Cristo Rei;0;7300;;7300;0
2021/07;2895;ACADEMIA MC SPORTS;0;20423;;18553;0
2021/07;2898;Happiness Academia em Movimento;0;4654;;4308;345
2021/07;2899;CF Blackfoxx;0;909;;909;0
2021/07;2922;Crossfit Locomotiva;0;2996;;2996;0
2021/07;2925;ACADEMIA LIFE FITNESS;0;0;;0;0
2021/07;2932;ACADEMIA SKY BLUE;0;472;;243;71
2021/07;2940;Crossfit High Pulse - Matriz;0;2928;;2928;0
2021/07;2967;ESTÚDIO PERSONALE;0;1273;;1273;0
2021/07;2972;CROSSFIT SCAR;0;981;;67;688
2021/07;2977;Studio Rafael Alvares metodologia de treinamento fisico;0;0;;0;0
2021/07;2983;05 PHD SPORTS - PORTÃO 2983;0;0;;0;0
2021/07;2991;STUDIO LABFIT;0;0;;0;0
2021/07;2996;Crossfit IG;0;4485;;2035;0
2021/07;3008;ESYSP Estudio de Yoga São Paulo;0;0;;0;0
2021/07;3012;King of Kings CrossFit;0;0;;0;0
2021/07;3014;Infante Crossfit;0;787;;0;787
2021/07;3018;Pilates Equipe Atlética;0;0;;0;0
2021/07;3020;ESTIVADORES FRG;0;166;;166;0
2021/07;3040;Dynamo 1;0;3324;;1187;503
2021/07;3043;Go fit Academia;0;0;;0;0
2021/07;3064;UM CrossFit;0;1060;;1060;0
2021/07;3066;Academia Reset;0;0;;0;0
2021/07;3072;Box Cross C3;0;0;;0;0
2021/07;3093;MET Treinamento Físico Funcional;0;2184;;2184;0
2021/07;3104;Carpe Diem Studio;0;0;;0;0
2021/07;3107;Milhas Assessoria Esportiva;0;2723;;2723;0
2021/07;3122;CROSSFIT MARINGA;0;3638;;2937;0
2021/07;3126;FONTOURA PERSONAL;0;0;;0;0
2021/07;3147;Crossfit 828;0;152;;152;0
2021/07;3156;Studio Wings pole aerials dance;0;0;;0;0
2021/07;3181;Champions Box;0;1189;;1189;0
2021/07;3182;Personal Place;0;2686;;2686;0
2021/07;3185;Crossfit High Pulse - Linha Verde;0;8058;;8058;0
2021/07;3194;Crossfit High Pulse - Maestro;0;199;;199;0
2021/07;3197;Red Dança e Comportamento;0;0;;0;0
2021/07;3203;Eleven Fit;0;1486;;1486;0
2021/07;3206;CFT OLYMPUS;0;152;;152;0
2021/07;3212;UNIDADE 2 ALMIRANTE;0;7331;;7271;0
2021/07;3219;ESTUDIO MAIS PILATES;0;616;;616;0
2021/07;3223;Top Fit Saúde e Performance;0;0;;0;0
2021/07;3224;Touros Fit;0;0;;0;0
2021/07;3226;Cross Health Treinamento Especializado;0;0;;0;0
2021/07;3229;Hatha Vinyasa Yoga por Camila Reitz;0;0;;0;0
2021/07;3232;P1 Fitness Center;0;955;;693;262
2021/07;3234;CrossFit Congonhas;0;0;;0;0
2021/07;3239;Marhaba Dança;0;299;;0;0
2021/07;3247;Crossfit High Pulse - Araucária;0;0;;;
2021/07;3253;Crossfit High Pulse - Alphaville;0;985;;985;0
2021/07;3256;Hora Fitness;0;0;;0;0
2021/07;3262;Brooklyn Functional GYM;0;0;;0;0
2021/07;3284;NAXOS TRAINING;0;1550;;1550;0
2021/07;3288;Brutu´s Cross training;0;0;;0;0
2021/07;3295;HEAD COACH;0;0;;0;0
2021/07;3319;Fisioprev personal;0;0;;0;0
2021/07;3329;Crossfit Iracema;0;0;;0;0
2021/07;3341;Crossfit High Pulse - Guarapuava;0;0;;;
2021/07;3345;CrossFit Selvagem;0;0;;0;0
2021/07;3358;ASSOCIAÇÃO ATLÉTICA COOPAVEL;0;0;;0;0
2021/07;3364;Crossfit estrada Real;0;0;;0;0
2021/07;3366;Roma Academia;0;0;;0;0
2021/07;3372;Crossfit Osasco;0;0;;0;0
2021/07;3384;AdarshaYoga;0;0;;0;0
2021/07;3391;On Brasilia;0;419;;419;0
2021/07;3402;STUDIO TELMA MENEZES Studio 2;0;0;;0;0
2021/07;3428;Crossfit High Pulse - Paranaguá;0;876;;876;0
2021/07;3435;sparta cross;0;0;;0;0
2021/07;3438;CrossFit Friburgo;0;1455;;1285;0
2021/07;3453;INOVE ACADEMIA;0;0;;0;0
2021/07;3455;Lucas Silva Personal Trainer e Coach de emagrecimento;0;0;;0;0
2021/07;3456;CROSSFIT BLACK HOUSE;0;0;;0;0
2021/07;3457;Box Aeroporto - Marília;0;233;;233;0
2021/07;3460;CrossFit RedCore;0;0;;0;0
2021/07;3464;UPLAY FITNESS - MARINGÁ;0;3784;;3137;0
2021/07;3470;Gabriel Graciani;0;0;;0;0
2021/07;3473;Mutação Crossfit;0;2376;;1757;175
2021/07;3482;Taurus Box;0;808;;600;207
2021/07;3487;Crossfute;0;0;;0;0
2021/07;3496;STUDIO 1;0;0;;0;0
2021/07;3509;Vassalos CrossFit;0;705;;705;0
2021/07;3524;Polar Fit Club;0;0;;0;0
2021/07;3529;X-RUN Team;0;0;;0;0
2021/07;3537;Arena Sparta;0;0;;0;0
2021/07;3538;CrossFit Pinheiros;0;961;;320;641
2021/07;3539;Parque 7788 CrossFit;0;3714;;3714;0
2021/07;3542;CrossFit Vivá;0;1210;;0;0
2021/07;3544;Academia Aperfeisuando;0;0;;0;0
2021/07;3545;Zaganelli jiu-jitsu Vitoria -ES;0;0;;0;0
2021/07;3547;Crossfit High Pulse - Irati;0;861;;861;0
2021/07;3548;CrossFit Kruger;0;713;;0;713
2021/07;3555;CT Malvadeza;0;0;;0;0
2021/07;3566;CrossFit Brusque;0;0;;;
2021/07;3571;Crossfit Piracicaba;0;18192;;18192;0
2021/07;3572;CROSSFIT BUTANTA;0;0;;0;0
2021/07;3574;LIQUID ONE;0;0;;0;0
2021/07;3576;CrossFit GU Gama;0;6008;;6008;0
2021/07;3583;LACQUA;0;0;;0;0
2021/07;3584;META TREINE;0;0;;0;0
2021/07;3585;Cia Fit;0;0;;0;0
2021/07;3586;Crossfit Bars N Rings;0;296;;296;0
2021/07;3591;Allinea Pilates;0;0;;;
2021/07;3595;Champion Training;0;0;;0;0
2021/07;3600;Stone fit centro de treinamento;0;0;;0;0
2021/07;3604;CF Betterlife;0;0;;0;0
2021/07;3641;UBKN FITNESS;0;0;;0;0
2021/07;3645;Espaço Vibre;0;7011;;0;0
2021/07;3649;CrossFit Gade;0;0;;0;0
2021/07;3650;Rústica;0;0;;0;0
2021/07;3651;Ct Energia Thai Leonardo Team;0;0;;0;0
2021/07;3652;CH TRAINING BOX;0;0;;0;0
2021/07;3676;Life+ Cross Training;0;0;;0;0
2021/07;3696;CT VIKINGS BOX 01;0;0;;0;0
2021/07;3705;3050 CrossFit;0;0;;0;0
2021/07;3720;Vida Ativa Oficina de Saúde;0;436;;436;0
2021/07;3721;RITMEI CAMBUI;0;1616;;1216;235
2021/07;3725;Empire Training;0;0;;0;0
2021/07;3737;RTF Studio;0;0;;0;0
2021/07;3739;HM PERSONAL STUDIO;0;0;;0;0
2021/07;3742;Funcional Academia Personalizada;0;0;;0;0
2021/07;3753;4ALL Gym & Wellness;0;1950;;1950;0
2021/07;3754;Crossfit Pumawari;0;2377;;2377;0
2021/07;3783;Olímpia Fitness;0;0;;0;0
2021/07;3788;IAR CROSS TRAINING;0;0;;0;0
2021/07;3796;BOX Full Energy - Treinamento Funcional e Nutrição;0;294;;294;0
2021/07;3814;Dojo Fight;0;0;;0;0
2021/07;3841;Bôtos GYM - Piúma;0;0;;0;0
2021/07;3848;CrossFit 567 - Campeche;0;6493;;6234;0
2021/07;3863;Bini Sports & Escola Coxa;0;0;;0;0
2021/07;3864;CFJF2;0;4850;;2663;0
2021/07;3865;DRAIOHN TREINAMENTO FÍSICO FUNCIONAL;0;0;;0;0
2021/07;3866;K2 Trindade;0;0;;0;0
2021/07;3890;Fullife Treinamento Físico Personalizado;0;0;;0;0
2021/07;3892;Brave Community Fitness;0;5365;;5365;0
2021/07;3895;TUDORS CROSSFIT E LANCHONETE LTDA;0;3903;;335;0
2021/08;1;ACADEMIA CLUB FITNESS CURITIBA;0;0;0;;
2021/08;3;18 PHD SPORTS - AV. MARINGÁ - PINHAIS 3;0;85;1990;78;7
2021/08;4;LIVING FITNESS;0;1725;0;1725;0
2021/08;5;04 PHD SPORTS - JOÃO NEGRÃO - CENTRO 5;0;88;0;88;0
2021/08;8;Associação Atlética Banco do Brasil;0;0;0;0;0
2021/08;10;ACADEMIA ONE;0;663;57978;663;0
2021/08;11;UELFIT Academia;0;0;0;0;0
2021/08;12;MEGA FITNESS;0;1057;0;903;0
2021/08;14;ENERGYN ACADEMIA;0;0;0;;
2021/08;15;Power Fit Academia;0;0;0;0;0
2021/08;18;Academia 4Fitness;0;4615;;4161;0
2021/08;21;ESPACO ATIVO;0;0;;0;0
2021/08;24;10 PHD SPORTS - ALTO DA XV 24;0;0;;0;0
2021/08;27;The Factory Gym;0;9488;;8102;0
2021/08;42;ACADEMIA FENIX;0;810;;810;0
2021/08;47;JF STRONG GYM;0;199;;199;0
2021/08;53;INFITINESS ACADEMIA;0;505;;505;0
2021/08;54;HR STUDIO;0;0;;0;0
2021/08;58;World Gym;0;29137;;27544;0
2021/08;59;Academia Oxygym;0;12144;;12144;0
2021/08;63;ACADEMIA IMPACTO;0;0;;0;0
2021/08;68;Ace Fit Club;0;697;;697;0
2021/08;78;ASSOCIACAO BUJIN DO KAN DE KARATE;0;0;;;
2021/08;79;CT MOVE TREINAMENTO FUNCIONAL;0;2277;;2108;0
2021/08;81;BE BOLD HARDTRAINING;0;247;;183;64
2021/08;82;CENTRO DE KRAV MAGA DO PARANA;0;0;;0;0
2021/08;89;CrossFit SANJA;0;0;;0;0
2021/08;91;STRIKER'S HOUSE;0;0;;;
2021/08;93;AQUAFLEX ACADEMIA;0;11860;;11860;0
2021/08;98;BRAVUS CLUB;0;2310;;2012;0
2021/08;105;DMIX FITNESS 1;0;58;;58;0
2021/08;107;CENA;0;0;;;
2021/08;110;FIT COMPANY;0;37340;;33984;0
2021/08;111;FIELD FITNESS;0;11991;;10078;0
2021/08;112;CWB Defense;0;0;;0;0
2021/08;119;FISIOMASTER JARDIM;0;642;;0;0
2021/08;124;Galpão 898;0;379;;0;0
2021/08;125;SPACE GYM BACACHERI;0;18800;;15934;0
2021/08;128;THE KING GYM;0;1397;;1397;0
2021/08;129;LIFE TEAM;0;455;;455;0
2021/08;133;NARA GUEDES BRANDAO - ME;0;0;;0;0
2021/08;134;ACADEMIA UP BY GURIK;0;2036;;1742;0
2021/08;153;Fisiomaster Praia;0;1036;;1036;0
2021/08;161;Esporte Clube XV de Novembro de Jaú;0;0;;0;0
2021/08;163;CIA DO CORPO ACADEMIA;0;0;;0;0
2021/08;166;Hama Pilates Sede;0;0;;0;0
2021/08;171;Bio Aventura;0;3174;;3174;0
2021/08;176;Torga Squash Fit;0;0;;0;0
2021/08;177;Natural Done;0;0;;0;0
2021/08;179;CROSSFIT PORTAO;0;3648;;2977;671
2021/08;181;06 PHD SPORTS - FILIPINAS - CAJURU 181;0;0;;0;0
2021/08;190;Wah Lum Kung Fu Brasil;0;0;;;
2021/08;200;Escola HidrosFera - Natação e Hidroginástica;0;0;;0;0
2021/08;202;CF GALÁTICOS;0;0;;0;0
2021/08;204;Academia Thai Brasil;0;11894;;11467;0
2021/08;221;SIMIONI TEAM;0;0;;0;0
2021/08;226;Academia Fênix;0;0;;0;0
2021/08;227;BLACK BELT MMA SCHOOL;0;2684;;242;0
2021/08;230;Xperience Sports Center;0;0;;0;0
2021/08;233;Academia Corpus;0;0;;0;0
2021/08;239;ZANELLA FITNESS;0;13420;;13241;0
2021/08;261;PARREIRAS SPORTS e COMMUNITY FIT;0;670;;670;0
2021/08;264;Training Tech Fitness Center;0;7996;;7717;0
2021/08;266;SPORT COMPANY NATAÇÃO E GINASTICA S/C LTDA;0;0;;0;0
2021/08;269;GALLE PERSONAL STUDIO;0;0;;0;0
2021/08;280;Academia Vip Fit;0;8;;0;8
2021/08;290;CLÍNICA SENIOR GYM;0;2183;;2183;0
2021/08;297;Academia Workout Fit;0;0;;0;0
2021/08;299;Academia Movimentacao;0;1073;;482;0
2021/08;300;Cross Roncador;0;683;;533;0
2021/08;301;Academia Physical Life;0;890;;890;0
2021/08;304;MUSCLE PLUS ACADEMIA;0;0;;0;0
2021/08;309;ACADEMIA LB ESPORTES;0;7225;;5742;0
2021/08;311;TopFlex Academia;0;0;;0;0
2021/08;312;CHINA TEAM;0;0;;0;0
2021/08;313;Conquiste Saúde;0;0;;0;0
2021/08;323;Academia VIVA+;0;0;;0;0
2021/08;327;OMNI ACADEMIA;0;1112;;1112;0
2021/08;329;IMPERIO FITNESS;0;0;;0;0
2021/08;338;Academia Mbrasil;0;2067;;2067;0
2021/08;341;StrongerFit;0;0;;0;0
2021/08;342;ACADEMIA SHAPE;0;0;;0;0
2021/08;349;BODY ONE FIT;0;8487;;7948;0
2021/08;361;Cia da Forma;0;1423;;1423;0
2021/08;373;UNDER PRESSURE;0;97;;97;0
2021/08;378;Espaço Mov;0;0;;0;0
2021/08;379;ACADEMIA CORPORYUM;0;0;;0;0
2021/08;388;Academia Sparta fit;0;0;;0;0
2021/08;412;FIT COMPANY (FILIAL);0;9430;;9117;0
2021/08;416;Bona Crossfit;0;190;;0;0
2021/08;418;NATSU ACADEMIA;0;0;;0;0
2021/08;426;Greenfit Academia;0;0;;0;0
2021/08;428;Via Água Club;0;260;;0;0
2021/08;431;Elton Marinato Studio Funcional;0;0;;0;0
2021/08;432;PER4MANCE ACADEMIA;0;0;;0;0
2021/08;435;FORCE FITNESS;0;331;;331;0
2021/08;436;07 PHD SPORTS - PEDRO IVO - CENTRO 436;0;337;;337;0
2021/08;439;Battlefield Gym;0;0;;0;0
2021/08;447;CrossFit Lion's Fire;0;0;;0;0
2021/08;450;Vitae Academia;0;0;;;
2021/08;451;Crossfit V6;0;17794;;11538;0
2021/08;452;EFFICIENCY GYM;0;2653;;2653;0
2021/08;453;09 PHD SPORTS - GUABIROTUBA 453;0;0;;0;0
2021/08;454;UPLAY FITNESS - GUARAPUAVA;0;27782;;27782;0
2021/08;458;FIVE ONE FITNESS;0;3711;;3081;0
2021/08;463;Alliance Lago Norte;0;429;;0;31
2021/08;466;OnLife Funcional Fitness Clube;0;152;;0;152
2021/08;467;ESPAÇO ATIVO PILATES;0;0;;;
2021/08;472;XTREME FIGHT & FITNESS;0;0;;0;0
2021/08;473;DASFIT TREINAMENTO FUNCIONAL;0;215;;215;0
2021/08;474;INSANIT GYM;0;303;;303;0
2021/08;480;FLAME POLE STUDIO;0;0;;0;0
2021/08;481;UPLAY FITNESS - PINHAIS;0;12323;;12207;115
2021/08;495;19 PHD SPORTS - LEOPOLDO JACOMEL - PINHAIS 495;0;2349;;2349;0
2021/08;497;EAGLES CROSS TRAINING;0;0;;;
2021/08;499;Ecolife Saude;0;0;;0;0
2021/08;503;Flow Inn Estudio;0;0;;0;0
2021/08;541;FIT PREMIUM - MERCES;0;13346;;13045;0
2021/08;543;ACADEMIA GIGAFIT;0;1971;;1971;0
2021/08;546;Cl Fitness;0;0;;0;0
2021/08;549;Academia Via Mulher;0;0;;0;0
2021/08;591;Academia Max Sports;0;0;;0;0
2021/08;622;WM FItness;0;5568;;5568;0
2021/08;631;CROSS EXTRA HARD;0;0;;0;0
2021/08;640;ACADEMIA CGE;0;0;;0;0
2021/08;671;Una Studio;0;0;;0;0
2021/08;677;Crossfit Kerberos;0;2516;;2280;236
2021/08;678;Studio Personality;0;0;;0;0
2021/08;682;Graciosa Country Club;0;0;;0;0
2021/08;704;WM HEALTH;0;3877;;3877;0
2021/08;728;F2 Academia;0;1952;;1762;0
2021/08;732;Joy - Treinamento Funcional e Pilates;0;0;;0;0
2021/08;786;Moove Treinamento Funcional;0;0;;0;0
2021/08;790;Academia Body Fit - Unidade 1;0;0;;0;0
2021/08;803;KOMANDOS BRASILFIT;0;0;;0;0
2021/08;818;UP! Fitness;0;0;;0;0
2021/08;820;RH PRO STUDIO;0;0;;0;0
2021/08;826;Studio Chronos Panamby;0;1592;;1592;0
2021/08;833;Crossfit Silver Lake;0;0;;0;0
2021/08;858;IMA;0;0;;0;0
2021/08;860;STRONGER CROSS;0;0;;0;0
2021/08;861;ESCOLINHA DE FUTEBOL AMÉRICA;0;0;;0;0
2021/08;866;EQUILIBRIUM SPRADA;0;270;;270;0
2021/08;875;Cerrado Crossfit;0;0;;0;0
2021/08;893;Fênix Centro de Treinamento;0;0;;0;0
2021/08;902;03 PHD SPORTS - SANTA QUITÉRIA 902;0;0;;;
2021/08;907;WS NATAÇÃO;0;4242;;3888;0
2021/08;910;Vstrong;0;0;;0;0
2021/08;917;Forseti Centro de Treinamento;0;0;;0;0
2021/08;940;02 PHD SPORTS - REBOUÇAS 940;0;99;;0;0
2021/08;945;01 PHD SPORTS - BACACHERI 945;0;78;;78;0
2021/08;947;Clínica do Movimento;0;0;;0;0
2021/08;952;Academia S5;0;0;;0;0
2021/08;971;MB ASSESSORIA ESPORTIVA;0;0;;0;0
2021/08;973;CrossFit City Wolves;0;3496;;3496;0
2021/08;977;M1 FITNESS CENTER;0;0;;0;0
2021/08;981;TOPLIFE ACADEMIA;0;701;;701;0
2021/08;997;Nobre Arte Academia de Boxe;0;1767;;1767;0
2021/08;1015;Academia Fitness Plus;0;0;;0;0
2021/08;1017;EQUILIBRIUM FERRARIA;0;0;;0;0
2021/08;1033;CrossFit Vingadores;0;0;;0;0
2021/08;1049;CF Piumhi;0;0;;0;0
2021/08;1057;ACADEMIA SMART FIT;0;363;;363;0
2021/08;1075;Black Box Training;0;14;;14;0
2021/08;1086;CROSSFIT HARDBREAK;0;515;;251;264
2021/08;1100;ARENA ONE ACADEMIA;0;382;;382;0
2021/08;1118;PROFIT STUDIO;0;3455;;3455;0
2021/08;1123;Academia Oxy Place;0;0;;0;0
2021/08;1146;Break Limits;0;0;;;
2021/08;1151;Corpo funcional cross;0;0;;;
2021/08;1152;HIIT FITNESS;0;0;;0;0
2021/08;1163;K2 Itacorubi;0;0;;0;0
2021/08;1177;Tribo Fitness Chácara;0;511;;511;0
2021/08;1182;Eik? Artes Marciais;0;0;;0;0
2021/08;1190;Academia Quality Body;0;8060;;7728;0
2021/08;1191;CROSSFIT FIRE HAWKS;0;1455;;1455;0
2021/08;1219;studio fitness monise glatzl;0;1932;;223;0
2021/08;1228;Viva Pilates SP;0;0;;0;0
2021/08;1232;Vibe Cross Training;0;0;;0;0
2021/08;1246;EVOLUA IÇARA;0;0;;;
2021/08;1250;TRIBO GUARUJÁ;0;873;;145;728
2021/08;1254;Focus Academia;0;71;;71;0
2021/08;1272;Santé Treinamento Funcional;0;0;;0;0
2021/08;1278;Head Office;0;78;;0;0
2021/08;1280;Academia La Santé!;0;0;;0;0
2021/08;1284;Tribo Fitness Mesquita;0;139;;139;0
2021/08;1291;Elite Cross;0;0;;0;0
2021/08;1300;Clínica Fitness D2;0;0;;0;0
2021/08;1301;Novo Futuro Studio;0;0;;0;0
2021/08;1305;MOV CLUBE FITNESS;0;287;;287;0
2021/08;1308;TIA ILKA - ALPHAVILLE;0;2238;;2238;0
2021/08;1310;PRIX;0;0;;0;0
2021/08;1318;Evolua Morro da Fumaça;0;0;;0;0
2021/08;1322;Yôga School;0;56;;0;56
2021/08;1328;UPLAY FITNESS - AV BRASILIA;0;18440;;18343;97
2021/08;1334;TIA ILKA - UNIDADE OESTE;0;4173;;4173;0
2021/08;1341;Academia World Fitness;0;0;;0;0
2021/08;1344;Movimento A Instituto de Saúde Física e Mental;0;0;;0;0
2021/08;1346;MegaRace Centro Fitness;0;0;;0;0
2021/08;1353;Hama Pilates Premium;0;308;;308;0
2021/08;1361;max training;0;0;;0;0
2021/08;1371;DOMINIO FITNESS;0;0;;0;0
2021/08;1376;H2o Studio - Treinamento funcional e Pilates;0;697;;0;0
2021/08;1390;Crossfit Maringá 2;0;254;;254;0
2021/08;1392;Shamu Natação;0;0;;0;0
2021/08;1400;WA Danças - Unidade Paulista;0;496;;496;0
2021/08;1408;Penduricália Acrobacia Aérea;0;0;;0;0
2021/08;1435;CROSSTAINER;0;894;;694;199
2021/08;1436;Unidade Glória - RTesser Life Studio;0;0;;0;0
2021/08;1437;Meu Personal de Bolso;0;0;;0;0
2021/08;1456;BOX SE7E;0;0;;;
2021/08;1463;JAB L.U.T.A.S.;0;8828;;7683;0
2021/08;1478;Akacia Amarela;0;0;;0;0
2021/08;1494;Plié Namastê Studio;0;0;;0;0
2021/08;1512;FORMA FITNESS ACADEMIA;0;0;;0;0
2021/08;1539;Primal Cross;0;0;;0;0
2021/08;1570;Steel Giants;0;1871;;0;1871
2021/08;1571;Armel CrossFit;0;301;;301;0
2021/08;1577;Split Pole Studio;0;0;;0;0
2021/08;1580;CROSSFIT PARAGUAÇU;0;511;;511;0
2021/08;1588;Studio Latos Pilates;0;380;;0;0
2021/08;1599;Tribo - Vale do Sol;0;0;;0;0
2021/08;1600;Viva Bem;0;0;;0;0
2021/08;1601;CT Evox;0;0;;0;0
2021/08;1606;Tribo fitness Unidade Curvelo;0;0;;0;0
2021/08;1614;Pratique Cross;0;0;;0;0
2021/08;1618;Academia Body Fit - Unidade 2;0;0;;0;0
2021/08;1630;13 PHD SPORTS - VIP - CAJURU 1630;0;0;;0;0
2021/08;1633;KOR CROSSFIT 2;0;0;;0;0
2021/08;1649;CF SOLDIERS;0;0;;;
2021/08;1650;NEOFITNESS;0;12496;;6013;0
2021/08;1664;Soc Emp Alive Studios LTDA;0;0;;0;0
2021/08;1684;Instituto Verbalize;0;0;;;
2021/08;1687;LIFIT TRAINING - A. RATOS;0;0;;0;0
2021/08;1690;Barong Crossfit;0;349;;174;174
2021/08;1705;Flashover Bancários;0;204;;204;0
2021/08;1713;Núcleo 7 Esferas do Tao;0;0;;0;0
2021/08;1717;Studio Personal Trainer Mogi - Adão Silva;0;1086;;919;0
2021/08;1721;Gym Pilates - Alphaville;0;804;;0;0
2021/08;1729;CT SEARA - Vôlei de praia;0;0;;0;0
2021/08;1732;ABS Studio Personalizado;0;0;;0;0
2021/08;1739;Acqua Fitness;0;21059;;20219;0
2021/08;1740;Pura Vida Pilates;0;0;;;
2021/08;1752;PROLOGUE Box CrossFit;0;0;;0;0
2021/08;1756;Crossfire;0;1537;;1537;0
2021/08;1766;BABY GYM - ACADEMIA PARA BEBÊS;0;0;;0;0
2021/08;1780;Corpilates – Equilíbrio e Saúde;0;3298;;2869;0
2021/08;1790;Alive Natação;0;0;;0;0
2021/08;1791;Up Fit Studio Personal Trainer;0;0;;0;0
2021/08;1794;Clube Náutico Riachuelo;0;0;;0;0
2021/08;1801;Juninho Tennis;0;0;;0;0
2021/08;1815;CENTRAL FITNESS;0;90;;0;90
2021/08;1825;Vsa fitness;0;0;;0;0
2021/08;1826;Tribo Fitness São Carlos;0;0;;0;0
2021/08;1831;Maisstreino;0;249;;0;249
2021/08;1833;11 PHD SPORTS - UBERABA 1833;0;78;;78;0
2021/08;1836;HJ Fitness;0;4694;;4694;0
2021/08;1888;Osy Fit - Maracana;0;2583;;2583;0
2021/08;1898;Oasis Academia;0;0;;0;0
2021/08;1912;TRIBO FITNESS ANGRA;0;0;;;
2021/08;1920;Cityvida Capão Bonito;0;282;;282;0
2021/08;1921;Power Training;0;0;;0;0
2021/08;1927;Boa forma studio personal e treinamento funcional;0;0;;0;0
2021/08;1934;Cross1Fit;0;219;;0;219
2021/08;1936;CFP9 CasaShopping;0;0;;0;0
2021/08;1943;Academia Ramirez;0;0;;0;0
2021/08;1945;MAFIA CF CROSSTRAINING;0;0;;0;0
2021/08;1949;BABY GYM;0;0;;0;0
2021/08;1951;AKTIVE CENTRO DE SAUDE E BEM ESTAR;0;0;;0;0
2021/08;1954;EMAGREFIT;0;0;;0;0
2021/08;1955;KOR CrossFit;0;0;;0;0
2021/08;1966;Academia Bio Fitness;0;15021;;15021;0
2021/08;1967;centro de treinamento body & soul;0;0;;0;0
2021/08;1990;Tribo fitness unidade Belém;0;0;;0;0
2021/08;1991;CT BOLA PRA CIMA;0;0;;0;0
2021/08;1992;Kahu CrossFit;0;0;;0;0
2021/08;1996;Elleven Futebol Studio;0;1427;;1072;0
2021/08;1998;STUDIO BROOK FIGHTER;0;0;;0;0
2021/08;2000;Saúde e fitness;0;0;;0;0
2021/08;2022;VIVA ACADEMIA DE NATAÇÃO E HIDROGINÁSTICA;0;160;;160;0
2021/08;2023;UNIDADE 1 ITAPARK;0;5876;;5876;0
2021/08;2027;JSJ ESPORTES E ENTRETENIMENTO LTDA;0;4143;;3393;0
2021/08;2028;MOREIRA FIT I;0;0;;0;0
2021/08;2034;ACADEMIA COLISEO;0;0;;;
2021/08;2087;Studio Angelo Molina;0;0;;0;0
2021/08;2088;UPEX FIT;0;8726;;8338;0
2021/08;2092;SOU PILATES;0;0;;0;0
2021/08;2103;2103;0;0;;;
2021/08;2139;Intense Fitness Itabira;0;0;;0;0
2021/08;2174;Unit55 CrossFit;0;0;;0;0
2021/08;2179;CROSSBOX;0;0;;0;0
2021/08;2193;OSY FIT - Guaraituba;0;1347;;1347;0
2021/08;2198;Centro de Treinamento Team Cruz;0;0;;0;0
2021/08;2204;ARENA EKO;0;0;;0;0
2021/08;2205;I9 CROSSFIT;0;0;;;
2021/08;2216;Estúdio Andréa Schaidt;0;0;;0;0
2021/08;2224;Bravus centro de treinamento;0;0;;0;0
2021/08;2229;Fit House;0;0;;0;0
2021/08;2231;Centro de Natação Camboriú;0;152;;152;0
2021/08;2240;Grupo Joyce Fitness;0;814;;563;0
2021/08;2265;CFJM;0;0;;;
2021/08;2276;ACADEMIA R2;0;28268;;23484;233
2021/08;2303;Studio Funcional 360 Studio;0;296;;296;0
2021/08;2312;Studio Nataraja Flow Yoga;0;0;;0;0
2021/08;2344;Tribo fitness São luis Maranhão;0;0;;0;0
2021/08;2360;BIOTRAINING;0;258;;258;0
2021/08;2367;Academia Black Bull Fit;0;562;;562;0
2021/08;2387;Vitta Physio;0;0;;0;0
2021/08;2389;Arena;0;0;;;
2021/08;2397;Vessel CrossFit;0;0;;0;0
2021/08;2408;Studio Core - Saúde & Performance;0;0;;0;0
2021/08;2419;BODYFIT - Movimente-se!;0;0;;0;0
2021/08;2433;CROSSFIT ESTIVADORES;0;4200;;3716;0
2021/08;2448;Focus Gym;0;0;;0;0
2021/08;2473;EDER PIRES RUN & FITNESS ASSESSORIA;0;0;;0;0
2021/08;2490;Crossfit 6450;0;0;;0;0
2021/08;2497;Cross Let's Wod Americana;0;1019;;1019;0
2021/08;2501;Bodytrend;0;0;;;
2021/08;2502;Extremo vigor academia;0;0;;0;0
2021/08;2516;ATP ENERGY ACADEMIA;0;183;;183;0
2021/08;2518;Fort Cross;0;0;;0;0
2021/08;2522;Academia Vita FIT;0;0;;0;0
2021/08;2525;HI Power Fitness Center;0;0;;;
2021/08;2536;Crossfit 79;0;1818;;599;1219
2021/08;2543;Tubarão CrossFit;0;2777;;2777;0
2021/08;2544;Crossfit Invictus MG;0;208;;208;0
2021/08;2550;RIP HUMAN PERFORMANCE - ÁGUA VERDE;0;0;;0;0
2021/08;2565;STUDIO ÃNANDDA;0;915;;0;915
2021/08;2569;CrossFit Guepardo;0;4509;;4509;0
2021/08;2572;Academia Vibe;0;0;;0;0
2021/08;2577;32 PHD SPORTS - JARDIM DA AMERICAS;0;0;;0;0
2021/08;2601;Musculação Estivadores;0;1787;;1787;0
2021/08;2609;CrossTx;0;0;;0;0
2021/08;2610;CROSSFIT LP;0;522;;522;0
2021/08;2613;OverFit;0;156;;156;0
2021/08;2624;Crossfit Caçadores;0;0;;0;0
